day,rise,noon,set
287,08:04:09,13:27:16,18:49:30
288,08:05:55,13:27:02,18:47:16
289,08:07:42,13:26:49,18:45:03
290,08:09:28,13:26:36,18:42:52
291,08:11:15,13:26:24,18:40:41
292,08:13:03,13:26:12,18:38:31
293,08:14:50,13:26:01,18:36:22
294,08:16:38,13:25:51,18:34:14
295,08:18:26,13:25:42,18:32:07
296,08:20:15,13:25:33,18:30:01
297,08:22:04,13:25:24,18:27:56
298,08:23:53,13:25:17,18:25:52
299,07:25:42,12:25:10,17:23:50
300,07:27:31,12:25:04,17:21:49
301,07:29:21,12:24:59,17:19:49
302,07:31:11,12:24:54,17:17:51
303,07:33:01,12:24:50,17:15:54
304,07:34:51,12:24:47,17:13:58
305,07:36:41,12:24:45,17:12:04
306,07:38:32,12:24:44,17:10:12
307,07:40:22,12:24:43,17:08:21
308,07:42:12,12:24:44,17:06:32
309,07:44:03,12:24:45,17:04:44
310,07:45:53,12:24:47,17:02:58
311,07:47:43,12:24:49,17:01:14
312,07:49:33,12:24:53,16:59:32
313,07:51:23,12:24:58,16:57:52
314,07:53:13,12:25:03,16:56:14
315,07:55:02,12:25:09,16:54:38
316,07:56:51,12:25:16,16:53:04
317,07:58:40,12:25:24,16:51:32
318,08:00:28,12:25:33,16:50:02
319,08:02:15,12:25:43,16:48:35
320,08:04:02,12:25:53,16:47:10
321,08:05:48,12:26:05,16:45:47
322,08:07:34,12:26:17,16:44:26
323,08:09:18,12:26:30,16:43:09
324,08:11:02,12:26:44,16:41:53
325,08:12:45,12:26:58,16:40:41
326,08:14:27,12:27:14,16:39:31
327,08:16:07,12:27:30,16:38:24
328,08:17:47,12:27:47,16:37:19
329,08:19:25,12:28:05,16:36:18
330,08:21:02,12:28:24,16:35:19
331,08:22:37,12:28:43,16:34:23
332,08:24:11,12:29:03,16:33:30
333,08:25:43,12:29:24,16:32:41
334,08:27:13,12:29:45,16:31:54
335,08:28:42,12:30:07,16:31:11
336,08:30:08,12:30:30,16:30:31
337,08:31:33,12:30:53,16:29:54
338,08:32:55,12:31:17,16:29:20
339,08:34:15,12:31:42,16:28:50
340,08:35:33,12:32:07,16:28:23
341,08:36:49,12:32:32,16:27:59
342,08:38:02,12:32:58,16:27:39
343,08:39:13,12:33:25,16:27:23
344,08:40:21,12:33:52,16:27:10
345,08:41:26,12:34:19,16:27:00
346,08:42:28,12:34:47,16:26:54
347,08:43:28,12:35:15,16:26:52
348,08:44:25,12:35:43,16:26:53
349,08:45:18,12:36:12,16:26:58
350,08:46:09,12:36:41,16:27:06
351,08:46:56,12:37:10,16:27:18
352,08:47:41,12:37:39,16:27:33
353,08:48:22,12:38:09,16:27:52
354,08:48:59,12:38:38,16:28:15
355,08:49:34,12:39:08,16:28:41
356,08:50:05,12:39:38,16:29:11
357,08:50:32,12:40:07,16:29:44
358,08:50:57,12:40:37,16:30:20
359,08:51:17,12:41:07,16:31:00
360,08:51:34,12:41:36,16:31:43
361,08:51:48,12:42:06,16:32:30
362,08:51:58,12:42:35,16:33:19
363,08:52:05,12:43:05,16:34:12
364,08:52:08,12:43:34,16:35:08
365,08:52:08,12:44:02,16:36:07
,,,
