day,rise,noon,set
66,07:14:59,12:52:16,18:30:31
67,07:12:42,12:52:02,18:32:20
68,07:10:24,12:51:47,18:34:08
69,07:08:05,12:51:32,18:35:56
70,07:05:47,12:51:16,18:37:44
71,07:03:27,12:51:00,18:39:32
72,07:01:08,12:50:44,18:41:19
73,06:58:48,12:50:27,18:43:07
74,06:56:28,12:50:11,18:44:54
75,06:54:07,12:49:54,18:46:41
76,06:51:47,12:49:36,18:48:27
77,06:49:26,12:49:19,18:50:14
78,06:47:05,12:49:02,18:52:00
79,06:44:44,12:48:44,18:53:46
80,06:42:23,12:48:26,18:55:32
81,06:40:01,12:48:08,18:57:18
82,06:37:40,12:47:50,18:59:04
83,06:35:18,12:47:32,19:00:50
84,06:32:57,12:47:14,19:02:35
85,06:30:36,12:46:56,19:04:21
86,06:28:14,12:46:38,19:06:06
87,06:25:53,12:46:20,19:07:51
88,06:23:32,12:46:02,19:09:37
89,06:21:11,12:45:44,19:11:22
90,07:18:50,13:45:26,20:13:07
91,07:16:30,13:45:08,20:14:52
92,07:14:10,13:44:50,20:16:37
93,07:11:50,13:44:33,20:18:22
94,07:09:30,13:44:15,20:20:07
95,07:07:11,13:43:58,20:21:52
96,07:04:52,13:43:41,20:23:37
97,07:02:33,13:43:24,20:25:22
98,07:00:15,13:43:07,20:27:07
99,06:57:58,13:42:51,20:28:52
100,06:55:40,13:42:35,20:30:37
101,06:53:24,13:42:19,20:32:22
102,06:51:08,13:42:03,20:34:07
103,06:48:52,13:41:48,20:35:52
104,06:46:37,13:41:33,20:37:37
105,06:44:23,13:41:18,20:39:22
106,06:42:10,13:41:04,20:41:07
107,06:39:57,13:40:50,20:42:52
108,06:37:45,13:40:36,20:44:36
109,06:35:34,13:40:23,20:46:21
110,06:33:24,13:40:10,20:48:06
111,06:31:14,13:39:58,20:49:51
112,06:29:06,13:39:46,20:51:35
113,06:26:58,13:39:35,20:53:20
114,06:24:52,13:39:23,20:55:04
115,06:22:47,13:39:13,20:56:49
116,06:20:42,13:39:03,20:58:33
117,06:18:39,13:38:53,21:00:17
118,06:16:37,13:38:44,21:02:01
119,06:14:36,13:38:36,21:03:44
120,06:12:36,13:38:28,21:05:28
121,06:10:38,13:38:20,21:07:11
122,06:08:41,13:38:13,21:08:54
123,06:06:45,13:38:07,21:10:36
124,06:04:51,13:38:01,21:12:18
125,06:02:59,13:37:56,21:14:00
126,06:01:08,13:37:51,21:15:41
127,05:59:18,13:37:47,21:17:22
128,05:57:30,13:37:43,21:19:02
129,05:55:44,13:37:40,21:20:42
130,05:53:59,13:37:37,21:22:20
131,05:52:17,13:37:35,21:23:59
132,05:50:36,13:37:34,21:25:36
133,05:48:57,13:37:33,21:27:13
134,05:47:20,13:37:33,21:28:49
135,05:45:45,13:37:33,21:30:24
136,05:44:12,13:37:34,21:31:58
137,05:42:41,13:37:36,21:33:31
138,05:41:12,13:37:38,21:35:03
139,05:39:45,13:37:40,21:36:34
140,05:38:21,13:37:44,21:38:03
141,05:36:59,13:37:47,21:39:32
142,05:35:39,13:37:51,21:40:59
143,05:34:22,13:37:56,21:42:24
144,05:33:07,13:38:01,21:43:48
145,05:31:55,13:38:07,21:45:11
146,05:30:45,13:38:13,21:46:31
147,05:29:38,13:38:20,21:47:51
148,05:28:34,13:38:27,21:49:08
149,05:27:32,13:38:35,21:50:23
150,05:26:34,13:38:43,21:51:37
151,05:25:37,13:38:51,21:52:48
152,05:24:44,13:39:00,21:53:58
153,05:23:54,13:39:10,21:55:05
154,05:23:07,13:39:19,21:56:10
155,05:22:22,13:39:29,21:57:12
156,05:21:41,13:39:40,21:58:13
157,05:21:03,13:39:51,21:59:11
158,05:20:28,13:40:02,22:00:06
159,05:19:56,13:40:13,22:00:59
160,05:19:27,13:40:25,22:01:49
161,05:19:01,13:40:36,22:02:36
162,05:18:39,13:40:48,22:03:21
163,05:18:19,13:41:01,22:04:02
164,05:18:03,13:41:13,22:04:41
165,05:17:50,13:41:26,22:05:17
166,05:17:41,13:41:38,22:05:50
167,05:17:34,13:41:51,22:06:20
168,05:17:31,13:42:04,22:06:46
169,05:17:31,13:42:17,22:07:10
170,05:17:35,13:42:30,22:07:31
171,05:17:41,13:42:43,22:07:48
172,05:17:51,13:42:56,22:08:02
173,05:18:04,13:43:09,22:08:13
174,05:18:20,13:43:22,22:08:20
175,05:18:39,13:43:35,22:08:25
176,05:19:02,13:43:48,22:08:26
177,05:19:27,13:44:01,22:08:24
178,05:19:56,13:44:13,22:08:18
179,05:20:27,13:44:26,22:08:09
180,05:21:01,13:44:38,22:07:57
181,05:21:39,13:44:50,22:07:42
182,05:22:19,13:45:02,22:07:23
183,05:23:01,13:45:13,22:07:01
184,05:23:47,13:45:24,22:06:36
185,05:24:35,13:45:35,22:06:08
186,05:25:26,13:45:46,22:05:36
187,05:26:19,13:45:56,22:05:01
188,05:27:15,13:46:06,22:04:23
189,05:28:13,13:46:15,22:03:42
190,05:29:14,13:46:24,22:02:58
191,05:30:16,13:46:33,22:02:11
192,05:31:21,13:46:41,22:01:21
193,05:32:28,13:46:49,22:00:28
194,05:33:37,13:46:57,21:59:33
195,05:34:48,13:47:04,21:58:34
196,05:36:01,13:47:10,21:57:32
197,05:37:16,13:47:16,21:56:28
198,05:38:32,13:47:21,21:55:21
199,05:39:50,13:47:26,21:54:12
200,05:41:10,13:47:30,21:52:59
201,05:42:31,13:47:34,21:51:45
202,05:43:53,13:47:37,21:50:27
203,05:45:17,13:47:40,21:49:08
204,05:46:42,13:47:42,21:47:45
205,05:48:09,13:47:44,21:46:21
206,05:49:36,13:47:44,21:44:54
207,05:51:05,13:47:45,21:43:25
208,05:52:35,13:47:44,21:41:54
209,05:54:05,13:47:44,21:40:21
210,05:55:37,13:47:42,21:38:46
211,05:57:09,13:47:40,21:37:08
212,05:58:42,13:47:37,21:35:29
213,06:00:16,13:47:34,21:33:48
214,06:01:51,13:47:30,21:32:05
215,06:03:26,13:47:25,21:30:20
216,06:05:02,13:47:20,21:28:33
217,06:06:38,13:47:15,21:26:45
218,06:08:15,13:47:08,21:24:55
219,06:09:52,13:47:01,21:23:04
220,06:11:30,13:46:54,21:21:11
221,06:13:08,13:46:46,21:19:16
222,06:14:46,13:46:37,21:17:20
223,06:16:25,13:46:28,21:15:22
224,06:18:04,13:46:18,21:13:24
225,06:19:43,13:46:07,21:11:23
226,06:21:22,13:45:56,21:09:22
227,06:23:02,13:45:45,21:07:19
228,06:24:42,13:45:33,21:05:16
229,06:26:22,13:45:20,21:03:11
230,06:28:01,13:45:07,21:01:05
231,06:29:41,13:44:54,20:58:57
232,06:31:22,13:44:40,20:56:49
233,06:33:02,13:44:25,20:54:40
234,06:34:42,13:44:10,20:52:30
235,06:36:22,13:43:55,20:50:19
236,06:38:02,13:43:39,20:48:07
237,06:39:43,13:43:23,20:45:54
238,06:41:23,13:43:06,20:43:41
239,06:43:03,13:42:49,20:41:27
240,06:44:43,13:42:32,20:39:12
241,06:46:24,13:42:14,20:36:56
242,06:48:04,13:41:56,20:34:40
243,06:49:44,13:41:37,20:32:23
244,06:51:24,13:41:19,20:30:05
245,06:53:04,13:41:00,20:27:47
246,06:54:44,13:40:40,20:25:29
247,06:56:24,13:40:21,20:23:10
248,06:58:04,13:40:01,20:20:50
249,06:59:44,13:39:41,20:18:30
250,07:01:24,13:39:20,20:16:10
251,07:03:04,13:39:00,20:13:49
252,07:04:44,13:38:39,20:11:28
253,07:06:24,13:38:18,20:09:07
254,07:08:04,13:37:57,20:06:45
255,07:09:44,13:37:36,20:04:23
256,07:11:24,13:37:15,20:02:01
257,07:13:04,13:36:54,19:59:39
258,07:14:44,13:36:32,19:57:16
259,07:16:24,13:36:11,19:54:54
260,07:18:04,13:35:50,19:52:31
261,07:19:45,13:35:28,19:50:08
262,07:21:25,13:35:07,19:47:45
263,07:23:05,13:34:45,19:45:23
264,07:24:46,13:34:24,19:43:00
265,07:26:27,13:34:03,19:40:37
266,07:28:07,13:33:42,19:38:14
267,07:29:48,13:33:21,19:35:52
268,07:31:29,13:33:00,19:33:29
269,07:33:11,13:32:39,19:31:07
270,07:34:52,13:32:18,19:28:45
271,07:36:33,13:31:58,19:26:23
272,07:38:15,13:31:38,19:24:01
273,07:39:57,13:31:18,19:21:40
274,07:41:39,13:30:58,19:19:18
275,07:43:22,13:30:39,19:16:58
276,07:45:05,13:30:20,19:14:37
277,07:46:47,13:30:01,19:12:17
278,07:48:31,13:29:43,19:09:57
279,07:50:14,13:29:25,19:07:38
280,07:51:58,13:29:07,19:05:20
281,07:53:42,13:28:50,19:03:02
282,07:55:26,13:28:33,19:00:44
283,07:57:11,13:28:16,18:58:27
284,07:58:55,13:28:00,18:56:11
285,08:00:41,13:27:45,18:53:55
286,08:02:26,13:27:30,18:51:40
287,08:04:12,13:27:16,18:49:26
288,08:05:58,13:27:02,18:47:12
289,08:07:44,13:26:48,18:45:00
290,08:09:31,13:26:36,18:42:48
291,08:11:18,13:26:23,18:40:37
292,08:13:05,13:26:12,18:38:27
293,08:14:53,13:26:01,18:36:18
294,08:16:41,13:25:51,18:34:10
295,08:18:29,13:25:41,18:32:03
296,08:20:18,13:25:32,18:29:57
297,08:22:06,13:25:24,18:27:52
298,08:23:55,13:25:16,18:25:49
299,07:25:45,12:25:10,17:23:46
300,07:27:34,12:25:04,17:21:45
301,07:29:24,12:24:58,17:19:46
302,07:31:14,12:24:54,17:17:47
303,07:33:04,12:24:50,17:15:50
304,07:34:54,12:24:47,17:13:55
305,07:36:44,12:24:45,17:12:01
306,07:38:35,12:24:43,17:10:08
307,07:40:25,12:24:43,17:08:17
308,07:42:15,12:24:43,17:06:28
309,07:44:06,12:24:44,17:04:41
310,07:45:56,12:24:46,17:02:55
311,07:47:46,12:24:49,17:01:11
312,07:49:36,12:24:53,16:59:29
313,07:51:26,12:24:57,16:57:49
314,07:53:16,12:25:03,16:56:11
315,07:55:05,12:25:09,16:54:35
316,07:56:54,12:25:16,16:53:01
317,07:58:42,12:25:24,16:51:29
318,08:00:30,12:25:33,16:49:59
319,08:02:18,12:25:43,16:48:32
320,08:04:05,12:25:53,16:47:07
321,08:05:51,12:26:05,16:45:44
322,08:07:37,12:26:17,16:44:24
323,08:09:21,12:26:30,16:43:06
324,08:11:05,12:26:44,16:41:51
325,08:12:48,12:26:58,16:40:38
326,08:14:29,12:27:14,16:39:28
327,08:16:10,12:27:30,16:38:21
328,08:17:49,12:27:47,16:37:17
329,08:19:28,12:28:05,16:36:15
330,08:21:04,12:28:24,16:35:16
331,08:22:40,12:28:43,16:34:21
332,08:24:13,12:29:03,16:33:28
333,08:25:45,12:29:24,16:32:39
334,08:27:15,12:29:45,16:31:52
335,08:28:44,12:30:07,16:31:09
336,08:30:10,12:30:30,16:30:29
337,08:31:35,12:30:53,16:29:52
338,08:32:57,12:31:17,16:29:18
339,08:34:18,12:31:42,16:28:48
340,08:35:35,12:32:07,16:28:21
341,08:36:51,12:32:32,16:27:58
342,08:38:04,12:32:58,16:27:38
343,08:39:15,12:33:25,16:27:21
344,08:40:22,12:33:52,16:27:08
345,08:41:28,12:34:19,16:26:59
346,08:42:30,12:34:47,16:26:53
347,08:43:30,12:35:15,16:26:51
348,08:44:26,12:35:43,16:26:52
349,08:45:20,12:36:12,16:26:57
350,08:46:10,12:36:41,16:27:05
351,08:46:58,12:37:10,16:27:17
352,08:47:42,12:37:39,16:27:33
353,08:48:23,12:38:09,16:27:52
354,08:49:01,12:38:39,16:28:14
355,08:49:35,12:39:08,16:28:41
356,08:50:06,12:39:38,16:29:10
357,08:50:33,12:40:08,16:29:43
358,08:50:57,12:40:37,16:30:20
359,08:51:18,12:41:07,16:31:00
360,08:51:35,12:41:37,16:31:43
361,08:51:49,12:42:06,16:32:30
362,08:51:59,12:42:36,16:33:19
363,08:52:05,12:43:05,16:34:12
364,08:52:08,12:43:34,16:35:08
365,08:52:08,12:44:03,16:36:08
366,08:52:02,12:44:38,16:37:26
